Id,Model,Price,Age_08_04,KM,HP,cc,Doors,Cylinders,Gears,Weight,Quarterly_Tax
871,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,66,63328,86,1300,5,4,5,1065,85
872,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,65,63000,86,1300,5,4,5,1065,85
873,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,61,63000,86,1300,3,4,5,1050,69
874,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,65,62396,110,1600,3,4,5,1050,69
875,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,62,62377,110,1600,5,4,5,1075,85
876,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,67,62316,110,1600,3,4,5,1050,69
877,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,68,62292,110,1600,3,4,6,1065,85
878,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,65,62225,110,1600,3,4,5,1050,69
879,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,62222,110,1600,5,4,5,1075,85
880,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,66,62135,86,1300,5,4,5,1035,69
881,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,62024,110,1600,5,4,5,1075,85
882,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,60,61977,86,1300,3,4,5,1015,69
883,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,62,61930,110,1600,4,4,5,1035,69
884,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,57,61682,110,1600,3,4,5,1050,69
885,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,68,61568,110,1600,4,4,5,1035,69
886,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,68,61504,110,1600,4,4,5,1035,69
887,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,65,61384,110,1600,3,4,5,1050,69
888,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,61343,110,1600,5,4,5,1075,85
889,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,61254,110,1600,5,4,5,1075,85
890,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,59,61166,110,1600,3,4,5,1050,69
891,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,62,61149,86,1300,5,4,5,1040,69
892,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,61,61144,110,1600,5,4,5,1090,85
893,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,61127,110,1600,3,4,5,1050,69
894,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,60,61100,86,1300,3,4,5,1015,69
895,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,68,61100,110,1600,5,4,5,1075,85
896,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,57,61000,110,1600,3,4,5,1050,69
897,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,65,60724,86,1300,3,4,5,1015,69
898,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,59,60708,86,1300,5,4,5,1045,69
899,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,60532,110,1600,3,4,5,1050,69
900,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,67,60000,86,1300,4,4,5,1030,69
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,66,60000,86,1300,3,4,5,1015,69
902,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,60000,86,1300,3,4,5,1015,69
903,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,62,59295,86,1300,5,4,5,1035,69
904,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,65,59264,86,1300,3,4,5,1015,69
905,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,63,59000,110,1600,3,4,5,1050,69
906,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,63,59000,86,1300,5,4,5,1035,19
907,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,65,59000,110,1600,5,4,5,1075,19
908,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,61,59000,110,1600,5,4,5,1070,85
909,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,59000,110,1600,3,4,5,1050,69
910,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,68,58860,110,1600,3,4,5,1055,85
911,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,58829,110,1600,3,4,5,1050,69
912,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,66,58654,110,1600,5,4,5,1070,85
913,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,65,58300,86,1300,3,4,5,1015,69
914,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,58269,110,1600,3,4,5,1050,69
915,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,58136,110,1600,5,4,5,1075,85
916,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,66,58113,107,1600,3,4,5,1085,85
917,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,67,58058,110,1600,3,4,6,1065,85
918,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,58,58000,110,1600,3,4,5,1050,69
919,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,62,58000,110,1600,3,4,6,1065,85
920,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,68,57565,86,1300,5,4,5,1035,69
921,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,63,57413,107,1600,5,4,5,1115,85
922,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,57374,110,1600,5,4,5,1075,85
923,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,62,57179,110,1600,5,4,5,1075,85
924,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,57169,110,1600,3,4,6,1065,85
925,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,63,57124,110,1600,3,4,6,1065,85
926,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,57000,110,1600,3,4,5,1050,69
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,67,57000,110,1600,3,4,5,1050,69
928,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,57000,86,1300,5,4,5,1035,69
929,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,56259,86,1300,3,4,5,1015,69
930,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,62,56209,107,1600,3,4,5,1080,85
931,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,67,56074,86,1300,4,4,5,1000,69
932,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,63,55942,110,1600,5,4,5,1070,85
933,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,57,55844,86,1300,5,4,5,1045,69
934,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,61,55747,86,1300,3,4,5,1020,69
935,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,58,55478,86,1300,5,4,5,1045,69
936,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,60,55085,107,1600,5,4,5,1105,85
937,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,55061,110,1600,5,4,5,1070,85
938,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,65,55000,86,1300,3,4,5,1015,69
939,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,57,55000,110,1600,5,4,5,1075,85
940,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,63,54936,110,1600,5,4,5,1075,85
941,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,68,54875,110,1600,5,4,5,1070,85
942,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,67,54847,110,1600,3,4,5,1050,69
943,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10250,60,54554,110,1600,3,4,6,1065,85
944,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,61,54125,110,1600,5,4,5,1035,69
945,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9250,61,54000,110,1600,3,4,5,1055,85
946,TOYOTA Corolla 1.6 I lb luna 4/5-Doors,10500,57,54000,110,1600,5,4,5,1075,85
947,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7350,58,54000,86,1300,5,4,5,1035,69
948,TOYOTA Corolla 2/3-Doors,10250,57,54000,110,1600,3,4,5,1135,19
949,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,53285,110,1600,5,4,5,1075,85
950,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,65,53053,110,1600,5,4,5,1075,85
951,TOYOTA Corolla LIFTBACK 1.6-16v Linea Luna 2/3-Doors,8950,68,53000,110,1587,3,4,5,1075,19
952,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,68,53000,86,1300,3,4,5,1015,69
953,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,64,52968,110,1600,3,4,5,1050,69
954,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,8450,67,52800,86,1300,3,4,5,1015,69
955,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,57,52548,110,1600,3,4,5,1050,69
956,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8400,60,52487,110,1600,4,4,5,1035,69
957,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9250,66,52383,86,1300,3,4,5,1015,69
958,TOYOTA Corolla 1.6 linea terra 4/5-Doors,8900,61,52112,110,1600,4,4,5,1035,69
959,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,58,51712,110,1600,3,4,5,1050,69
960,TOYOTA Corolla 1.6 Linea Luna Aut. 4/5-Doors,10950,58,51421,110,1600,5,4,3,1105,85
961,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,61,51235,86,1300,4,4,5,1000,69
962,TOYOTA Corolla 1.3I LINEATERRA 2/3-Doors,8950,65,51000,86,1300,3,4,5,1015,69
963,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8895,61,50925,110,1600,5,4,5,1070,85
964,TOYOTA Corolla ,9390,66,50806,86,1300,3,4,5,1480,19
965,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,59,50469,110,1600,5,4,5,1070,85
966,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9750,61,50173,110,1600,5,4,5,1075,85
967,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,50000,110,1600,5,4,5,1075,85
968,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,65,49942,110,1600,3,4,6,1065,85
969,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9900,67,49585,110,1600,5,4,5,1085,85
970,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9500,62,49258,110,1600,4,4,5,1035,69
972,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,61,49000,110,1600,3,4,5,1050,69
973,TOYOTA Corolla 1.6 LL HB 4/5-Doors,9950,63,48738,110,1600,5,4,5,1055,85
974,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,47750,86,1300,5,4,5,1040,69
975,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,63,47612,86,1300,3,4,5,1015,69
976,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,10495,68,47500,86,1300,5,4,5,1035,69
977,TOYOTA Corolla 1.6 Linea Terra Comfort HB 2/3-Doors,9500,66,47237,110,1600,3,4,5,1050,69
978,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,58,47171,86,1300,3,4,5,1015,69
979,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10450,60,47060,110,1600,4,4,5,1035,69
980,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,47014,86,1300,3,4,5,1015,69
981,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9900,59,46929,86,1300,3,4,5,1025,69
982,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8900,63,46000,86,1300,5,4,5,1035,69
983,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8745,65,45681,110,1600,3,4,5,1050,69
984,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,8750,65,45549,86,1300,3,4,5,1015,69
985,TOYOTA Corolla 1.6 GTSi HB 4/5-Doors,10750,57,45000,110,1600,5,4,5,1050,69
986,TOYOTA Corolla 1.6 GTSi HB 2/3-Doors,9750,57,45000,110,1600,3,4,5,1050,69
987,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8850,65,45000,110,1600,5,4,5,1075,85
988,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,66,45000,86,1300,5,4,5,1035,69
989,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,9450,63,45000,110,1600,4,4,5,1035,69
990,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9950,61,45000,107,1600,3,4,5,1085,85
991,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,44944,110,1600,4,4,5,1035,69
992,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,9950,61,44597,86,1300,3,4,5,1015,19
993,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9995,68,44458,86,1300,3,4,5,1015,69
994,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,59,43818,110,1600,5,4,5,1070,85
995,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10495,60,43426,110,1600,5,4,5,1070,85
996,TOYOTA Corolla 1.6 Lin.Terra Aut. 4/5-Doors,7950,58,43000,110,1600,4,4,3,1114,72
997,TOYOTA Corolla 1.6 SD TERRA 4/5-Doors,8950,68,43000,110,1600,5,4,5,1035,69
998,TOYOTA Corolla 1.6 16v Liftback Linea Luna 4/5-Doors,9695,57,43000,110,1600,5,4,5,1075,85
999,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,64,43000,86,1300,3,4,5,1015,69
1000,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,68,42750,110,1600,3,4,5,1050,69
1001,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,67,42102,110,1600,5,4,5,1075,85
1002,TOYOTA Corolla 1.6 LB Linea Terra 4/5-Doors,9950,63,41586,110,1600,5,4,5,1114,19
1003,TOYOTA Corolla 1.6 4/5-Doors,9900,64,41200,110,1600,5,4,5,1070,85
1004,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10950,57,40214,86,1300,3,4,5,1025,69
1005,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,60,40000,86,1300,4,4,5,1000,69
1006,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,66,39222,86,1300,3,4,5,1045,69
1007,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,66,39144,110,1600,3,4,5,1050,69
1008,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10250,62,39000,110,1600,5,4,5,1075,85
1009,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,61,38019,110,1600,5,4,5,1070,85
1010,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,68,37759,110,1600,5,4,5,1070,85
1011,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,61,37500,110,1600,5,4,5,1085,85
1012,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,60,37111,110,1600,3,4,5,1050,69
1013,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9750,62,37000,86,1300,3,4,5,1015,69
1014,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,36954,110,1600,3,4,5,1050,69
1015,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,60,36943,110,1600,5,4,5,1070,85
1016,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9950,63,36923,86,1300,5,4,5,1050,69
1017,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,66,36658,110,1600,3,4,5,1050,69
1018,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,36000,86,1300,3,4,5,1015,69
1019,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10450,65,36000,110,1600,3,4,6,1065,85
1020,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,62,35512,110,1600,3,4,6,1065,85
1021,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,9250,65,35283,86,1300,3,4,5,1015,69
1022,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,68,35000,110,1600,3,4,5,1050,69
1023,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10900,57,35000,86,1300,5,4,5,1045,69
1024,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,64,34114,110,1600,3,4,5,1050,69
1025,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11950,58,34000,110,1600,5,4,5,1075,85
1026,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7900,68,33847,86,1300,4,4,5,1000,69
1027,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10900,57,33535,110,1600,4,4,5,1035,69
1028,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10450,65,33000,110,1600,3,4,5,1050,69
1029,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,59,32150,110,1600,5,4,5,1085,85
1030,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9950,65,31588,86,1300,3,4,5,1015,69
1031,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,60,31480,110,1600,3,4,6,1065,85
1032,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9900,57,31307,110,1600,5,4,5,1070,85
1033,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10750,68,31000,110,1600,4,4,5,1035,69
1034,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,58,30634,110,1600,5,4,5,1075,85
1035,TOYOTA Corolla 1.3 Linea Terra Comfort 4/5-Doors,9450,68,30300,86,1300,4,4,5,1000,69
1036,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10750,60,28500,86,1300,3,4,5,1045,69
1037,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,60,28500,110,1600,5,4,5,1075,85
1038,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10000,57,28000,86,1300,3,4,5,1015,69
1039,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,10500,68,26698,110,1600,3,4,5,1055,85
1040,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,12500,62,26000,107,1600,3,4,5,1085,85
1041,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,25505,86,1300,5,4,5,1035,69
1042,TOYOTA Corolla 1.6 Luna LB 4/5-Doors,10500,58,25000,110,1600,5,4,5,1075,85
1043,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9245,66,22835,110,1600,3,4,5,1050,69
1044,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,59,22705,110,1600,5,4,5,1075,85
1045,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,63,22178,86,1300,3,4,5,1015,69
1046,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,10900,62,17345,110,1600,3,4,5,1050,69
1047,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,10950,67,15535,86,1300,4,4,5,1030,69
1048,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,66,15110,86,1300,5,4,5,1035,69
1049,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA COMM Anders,5900,73,232940,72,2000,5,4,5,1172,40
1050,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,79,218118,72,2000,5,4,5,1150,185
1051,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,6000,78,217764,72,2000,5,4,5,1135,185
1052,TOYOTA Corolla 1.6 LB *G3* AIRCO 4/5-Doors,5250,79,207114,110,1600,5,4,5,1114,197
1053,TOYOTA Corolla 2.0D LINEA TERRA+airco 2/3-Doors,4400,74,203254,72,2000,3,4,5,1135,64
1054,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6750,77,200732,72,2000,4,4,5,1100,185
1055,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,69,197501,72,2000,5,4,5,1135,185
1056,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,6150,80,194765,72,2000,3,4,5,1120,185
1057,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,6950,76,191620,72,2000,5,4,5,1150,185
1058,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,5750,76,183277,72,2000,3,4,5,1115,185
1059,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8750,78,180378,72,2000,4,4,5,1100,185
1060,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6500,70,178800,72,2000,3,4,5,1115,185
1061,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,5950,73,176177,110,1600,5,4,5,1075,85
1062,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6500,78,176000,86,1300,5,4,5,1035,69
1063,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,10500,77,172980,72,2000,5,4,5,1135,64
1064,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,77,170000,72,2000,4,4,5,1100,185
1065,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,7950,71,164000,110,1600,3,4,5,1050,19
1066,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5800,78,161775,86,1300,3,4,5,1015,69
1067,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,160000,86,1300,3,4,5,1015,69
1068,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,78,159968,72,2000,3,4,5,1115,185
1069,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5740,74,159908,110,1600,3,4,5,1050,69
1070,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6550,73,158492,86,1300,3,4,5,1015,69
1071,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,69,156204,72,2000,3,4,5,1115,185
1072,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6750,73,156169,86,1300,5,4,5,1035,69
1073,TOYOTA Corolla 1.6 3D Terra/Comf. 2/3-Doors,7950,78,155210,110,1600,3,4,5,1050,69
1074,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7950,69,155000,72,2000,3,4,5,1115,185
1075,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7450,76,154900,72,2000,5,4,5,1140,185
1076,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,7750,70,151300,72,2000,5,4,5,1150,185
1077,TOYOTA Corolla 1.6 16v Linea Terra 4/5-Doors,6450,71,151000,110,1600,5,4,5,1094,197
1078,TOYOTA Corolla 2.0D Linea Terra 2/3-Doors,7900,75,150000,72,2000,3,4,5,1135,64
1079,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,69,146304,72,2000,3,4,5,1115,185
1080,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,5600,75,146197,86,1300,3,4,5,1015,69
1081,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,5950,77,145996,110,1600,4,4,5,1035,69
1082,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,6950,80,143560,86,1300,3,4,5,1045,69
1083,TOYOTA Corolla 2.0 DSL,7950,71,139145,73,2000,2,4,5,1115,185
1084,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,79,138500,86,1300,5,4,5,1050,69
1085,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,7950,74,137741,90,2000,5,4,5,1135,185
1086,TOYOTA Corolla 2.0 D Linea Terra Liftback 4/5-Doors,9500,80,137178,90,2000,5,4,5,1135,185
1087,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8600,76,134889,72,2000,3,4,5,1115,185
1088,TOYOTA Corolla 2.0 ST WGN LINEA TERRA DSL Stationwagen,5950,71,134660,72,2000,5,4,5,1135,64
1089,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,73,134539,110,1600,5,4,5,1070,85
